category,name,township,address,phone,principal,class_count,student_count,teacher_count,kindergarten_class_count,kindergarten_teacher_count,school_year,source_name,source_url
school,紅葉國小,仁愛鄉,南投縣仁愛鄉發祥村仁盛路70號,(049)2955075,施俊良,5,13,10,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,清境國小,仁愛鄉,南投縣仁愛鄉定遠新村24號,(049)2802572,梁有章,6,48,14,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,南投國中,南投市,南投縣南投市漳和里祖祠路361號,(049)2222549,劉松彥,23,530,61,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,南崗國中,南投市,南投縣南投市大庄路94號,(049)2222460,陳國俊 林建利,34,913,88,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,中興國中,南投市,南投縣南投市內興里新興路309號,(049)2335283,鄭俊楠,58,1582,143,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,鳳鳴國中,南投市,南投縣南投市鳳鳴里八卦路896號,(049)2291831,燕裘麗,3,25,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,草屯國中,草屯鎮,南投縣草屯鎮炎峰里虎山路808號,(049)2362050,吳國彰,42,1112,110,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,日新國中,草屯鎮,南投縣草屯鎮新豐里稻香路45號,(049)2333480,蕭進賢,7,182,16,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,旭光高中,草屯鎮,南投縣草屯鎮中正路568之23號,(049)2563472,毛彬權,54,681,83,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,埔里國中,埔里鎮,南投縣埔里鎮西安路一段193號,(049)2982055,陳清濱,38,845,111,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,宏仁國中,埔里鎮,南投縣埔里鎮東門里公園路20號,(049)2982548,林杏霏,34,924,88,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,大成國中,埔里鎮,南投縣埔里鎮大城路169號,(049)2915550,王仁穩,15,358,50,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,竹山國中,竹山鎮,南投縣竹山鎮中山里竹山路217號,(049)2642068,林彥良,20,534,46,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,瑞竹國中,竹山鎮,南投縣竹山鎮瑞竹里瑞東巷20號,(049)2711014,代理校長 王思又,3,9,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,延和國中,竹山鎮,南投縣竹山鎮鹿山路40號,(049)2658641,王伯廷,23,571,57,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,社寮國中,竹山鎮,南投縣竹山鎮集山路一段1729號,(049)2622010,黃建樹,3,42,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,集集國中,集集鎮,南投縣集集鎮集集里成功路200號,(049)2762013,陳恆旭,5,93,18,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,中寮國中,中寮鄉,南投縣中寮鄉復興村初中巷50號,(049)2691247,簡靜儀,3,66,12,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,爽文國中,中寮鄉,南投縣中寮鄉爽文村4 鄰竹坪巷40號,(049)2601030,代理校長 周睿帆,6,108,19,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,名間國中,名間鄉,南投縣名間鄉中山村彰南路237號,(049)2732046,劉民專,10,244,24,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,三光國中,名間鄉,南投縣名間鄉新光村名山路50號,(049)2732074,吳明順,12,212,38,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,水里國中,水里鄉,南投縣水里鄉民生路68號,(049)2770134,李慧芬,13,338,37,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,民和國中,水里鄉,南投縣水里鄉民和村中學路29號,(049)2741138,陳名昱,3,48,13,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,魚池國中,魚池鄉,南投縣魚池鄉魚池村魚池街441-6號,(049)2895527,金惠恬,4,66,14,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,明潭國中,魚池鄉,南投縣魚池鄉中山路190號,(049)2855145,黃俊峯,3,23,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,鹿谷國中,鹿谷鄉,南投縣鹿谷鄉彰雅村仁義路94之1號,(049)2752001,吳毓真,3,64,15,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,瑞峰國中,鹿谷鄉,南投縣鹿谷鄉仁愛路154之1號,(049)2671712,魏靖育,3,6,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,國姓國中,國姓鄉,南投縣國姓鄉石門村國姓路237號,(049)2721144,陳啟濃,6,110,20,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,北山國中,國姓鄉,南投縣國姓鄉北山村中正路四段157號,(049)2451028,許淑春,3,38,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,北梅國中,國姓鄉,南投縣國姓鄉北港村國姓路62號,(049)2461004,朱珮芬,3,47,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,仁愛國中,仁愛鄉,南投縣仁愛鄉大同村信義巷28號,(049)2802206,張文嘉,4,97,13,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,信義國中,信義鄉,南投縣信義鄉玉山路20號,(049)2791129,脈樹.塔給鹿敦,3,50,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,同富國中,信義鄉,南投縣信義鄉同富村同和巷7號,(049)2701317,石啟佑,5,75,14,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
school,營北國中,南投市,南投縣南投市營北里向上路2號,(049)2392683,黃美玲,15,327,40,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx
