category,name,township,address,phone,principal,class_count,student_count,teacher_count,kindergarten_class_count,kindergarten_teacher_count,school_year,source_name,source_url,latitude,longitude,ownership,service_type,approved_capacity,bed_count,license_date,institution_code,district,departments,admit,stream_domain,water_class,measure_area_hectare,announce_date_roc,kml_url,document_pdf_url,illustration_url
school,東埔國小,信義鄉,南投縣信義鄉東埔村開高巷63號,(049)2701340,朱懿幰,6,58,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,潭南國小,信義鄉,南投縣信義鄉潭南村和平巷49號,(049)2741381,許振家,6,103,12,2,1,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,桐林國小,信義鄉,南投縣信義鄉同富村太平巷18號,(049)2701483,代理校長 林佳君,6,48,11,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,隆華國小,信義鄉,南投縣信義鄉神木村民和巷65-6號,(049)2701478,代理校長 黃艷芬,6,54,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,希娜巴嵐國小,信義鄉,南投縣信義鄉新鄉村新鄉路80號,(049)2831591,梁雅惠,6,58,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,久美國小,信義鄉,南投縣信義鄉望美村美信巷54號,(049)2831506,田春梅,6,60,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,雙龍國小,信義鄉,南投縣信義鄉雙龍村光復巷4號,(049)2741325,陳永輝,6,68,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,豐丘國小,信義鄉,南投縣信義鄉豐丘村高平巷77號,(049)2791723,伍曉玲,6,44,12,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,仁愛國小,仁愛鄉,南投縣仁愛鄉大同村山農巷5號,(049)2802373,沈慧美,6,47,13,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,親愛國小,仁愛鄉,南投縣仁愛鄉親愛村高平路3號,(049)2974033,代理校長 沈峰吉,12,72,18,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,法治國小,仁愛鄉,南投縣仁愛鄉法治村界山巷6號,(049)2977061,代理校長 梁志強,6,136,11,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,德鹿谷國小,仁愛鄉,南投縣仁愛鄉德鹿谷村莎都部落一巷46號,(049)2970063,高天龍,6,48,11,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,互助國小,仁愛鄉,南投縣仁愛鄉互助村中華路19號,(049)2941016,梁秀琴,6,81,11,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,力行國小,仁愛鄉,南投縣仁愛鄉力行村新望洋67號,(049)2955078,代理校長 廖杭,10,39,21,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,南豐國小,仁愛鄉,南投縣仁愛鄉南豐村楓林路3號,(049)2920037,孫秋雄,6,45,11,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中正國小,仁愛鄉,南投縣仁愛鄉中正村平等巷114號,(049)2925114,陳麗惠,6,137,12,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,廬山國小,仁愛鄉,南投縣仁愛鄉精英村中華巷19號,(049)2970385,曾毓婷,6,31,11,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,發祥國小,仁愛鄉,南投縣仁愛鄉發祥村光復巷24號,(049)2955030,代理校長 里苾荷‧瓦力思,6,35,12,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,萬豐國小,仁愛鄉,南投縣仁愛鄉萬豐村清華巷8號,(049)2974123,曹峻昌,6,51,12,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,都達國小,仁愛鄉,南投縣仁愛鄉都達村法觀路17號,(049)2970053,余秀英,6,59,13,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,春陽國小,仁愛鄉,南投縣仁愛鄉春陽村永樂巷58號,(049)2802573,洪國哲,6,64,11,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,紅葉國小,仁愛鄉,南投縣仁愛鄉發祥村仁盛路70號,(049)2955075,施俊良,5,13,10,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,清境國小,仁愛鄉,南投縣仁愛鄉定遠新村24號,(049)2802572,梁有章,6,48,14,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,南投國中,南投市,南投縣南投市漳和里祖祠路361號,(049)2222549,劉松彥,23,530,61,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,南崗國中,南投市,南投縣南投市大庄路94號,(049)2222460,陳國俊 林建利,34,913,88,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中興國中,南投市,南投縣南投市內興里新興路309號,(049)2335283,鄭俊楠,58,1582,143,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,鳳鳴國中,南投市,南投縣南投市鳳鳴里八卦路896號,(049)2291831,燕裘麗,3,25,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,草屯國中,草屯鎮,南投縣草屯鎮炎峰里虎山路808號,(049)2362050,吳國彰,42,1112,110,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,日新國中,草屯鎮,南投縣草屯鎮新豐里稻香路45號,(049)2333480,蕭進賢,7,182,16,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,旭光高中,草屯鎮,南投縣草屯鎮中正路568之23號,(049)2563472,毛彬權,54,681,83,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,埔里國中,埔里鎮,南投縣埔里鎮西安路一段193號,(049)2982055,陳清濱,38,845,111,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,宏仁國中,埔里鎮,南投縣埔里鎮東門里公園路20號,(049)2982548,林杏霏,34,924,88,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,大成國中,埔里鎮,南投縣埔里鎮大城路169號,(049)2915550,王仁穩,15,358,50,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,竹山國中,竹山鎮,南投縣竹山鎮中山里竹山路217號,(049)2642068,林彥良,20,534,46,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,瑞竹國中,竹山鎮,南投縣竹山鎮瑞竹里瑞東巷20號,(049)2711014,代理校長 王思又,3,9,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,延和國中,竹山鎮,南投縣竹山鎮鹿山路40號,(049)2658641,王伯廷,23,571,57,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,社寮國中,竹山鎮,南投縣竹山鎮集山路一段1729號,(049)2622010,黃建樹,3,42,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,集集國中,集集鎮,南投縣集集鎮集集里成功路200號,(049)2762013,陳恆旭,5,93,18,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中寮國中,中寮鄉,南投縣中寮鄉復興村初中巷50號,(049)2691247,簡靜儀,3,66,12,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,爽文國中,中寮鄉,南投縣中寮鄉爽文村4 鄰竹坪巷40號,(049)2601030,代理校長 周睿帆,6,108,19,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,名間國中,名間鄉,南投縣名間鄉中山村彰南路237號,(049)2732046,劉民專,10,244,24,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,三光國中,名間鄉,南投縣名間鄉新光村名山路50號,(049)2732074,吳明順,12,212,38,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,水里國中,水里鄉,南投縣水里鄉民生路68號,(049)2770134,李慧芬,13,338,37,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,民和國中,水里鄉,南投縣水里鄉民和村中學路29號,(049)2741138,陳名昱,3,48,13,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,魚池國中,魚池鄉,南投縣魚池鄉魚池村魚池街441-6號,(049)2895527,金惠恬,4,66,14,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,明潭國中,魚池鄉,南投縣魚池鄉中山路190號,(049)2855145,黃俊峯,3,23,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,鹿谷國中,鹿谷鄉,南投縣鹿谷鄉彰雅村仁義路94之1號,(049)2752001,吳毓真,3,64,15,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,瑞峰國中,鹿谷鄉,南投縣鹿谷鄉仁愛路154之1號,(049)2671712,魏靖育,3,6,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,國姓國中,國姓鄉,南投縣國姓鄉石門村國姓路237號,(049)2721144,陳啟濃,6,110,20,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,北山國中,國姓鄉,南投縣國姓鄉北山村中正路四段157號,(049)2451028,許淑春,3,38,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,北梅國中,國姓鄉,南投縣國姓鄉北港村國姓路62號,(049)2461004,朱珮芬,3,47,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,仁愛國中,仁愛鄉,南投縣仁愛鄉大同村信義巷28號,(049)2802206,張文嘉,4,97,13,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,信義國中,信義鄉,南投縣信義鄉玉山路20號,(049)2791129,脈樹.塔給鹿敦,3,50,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,同富國中,信義鄉,南投縣信義鄉同富村同和巷7號,(049)2701317,石啟佑,5,75,14,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,營北國中,南投市,南投縣南投市營北里向上路2號,(049)2392683,黃美玲,15,327,40,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
eldercare,財團法人南投縣私立南投仁愛之家,,54058南投縣南投市三興里39鄰民族路617號,049-2222151,賴文吉,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護 安養 日照,養護108安養39,108,69.09.13,,,,,,,,,,,
eldercare,財團法人南投縣私立傑瑞社會福利基金 會附設南投縣私立傑瑞老人之家,,54059南投縣南投市三興里31鄰嶺興路210-3號,049-2230990,溫水柳,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,長照 養護 安養,長照72 養護266 安養160,72,84.05.22,,,,,,,,,,,
eldercare,南投縣私立仁和長期照顧中心,,54065南投縣南投市平山里仁和路14號,049-2263166,何年春,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,長照,47,48,97.04.22,,,,,,,,,,,
eldercare,南投縣私立千恩老人長期照顧中心(養護型),,54059南投縣南投市彰和里40鄰文化路322號,049-2225577,盧忠義,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,48,48,98.10.15,,,,,,,,,,,
eldercare,南投縣私立東山長期照顧中心,,54052南投縣南投市東山里2鄰東山路13之1號,049-2207008,蕭博銘,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,48,48,99.12.29,,,,,,,,,,,
eldercare,南投縣私立寶優老人養護中心,,54252南投縣草屯鎮新豐里6鄰稻香路25-27號,049-2336848,葉淑惠,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,49,49,88.10.26,,,,,,,,,,,
eldercare,南投縣私立保生長期照顧中心(養護型),,54254南投縣草屯鎮敦和里33鄰博愛路689號,049-2354107,洪璧如,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,30,30,100.08.24,,,,,,,,,,,
eldercare,南投縣私立博愛長期照顧中心,,54256南投縣草屯鎮明正里29鄰博愛路470號,049-2381777,李花守,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,長照,49,49,101.10.31,,,,,,,,,,,
eldercare,南投縣私立尚德老人養護中心,,55148南投縣名間鄉東湖村2鄰山腳巷54-20號,049-2738847,黃登郁,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,44,44,96.02.09,,,,,,,,,,,
eldercare,南投縣祥和老人養護中心,,55148南投縣名間鄉東湖村15鄰彰南路256-1巷100號,049-2739868,陳平州,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,18,18,99.03.04,,,,,,,,,,,
eldercare,南投縣私立同心居老人養護中心,,55141南投縣竹山鎮雲林里33鄰大仁路199巷2號,049-2635717,李?蓮,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,46,46,94.11.28,,,,,,,,,,,
eldercare,南投縣私立淨慧長期照護中心,,55794南投縣竹山鎮社寮里8鄰田中巷58號,049-2624101,王為佳,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,長照,27,27,96.02.09,,,,,,,,,,,
eldercare,南投縣私立慈愛老人養護中心,,55757南投縣竹山鎮雲林里34鄰大勇路21號,049-2655669,傅文興,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,48,48,89.11.17,,,,,,,,,,,
eldercare,南投縣私立億安養護中心,,55751南投縣竹山鎮延和里4鄰大和街258號,049-2658342,陳旻含,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,長照養護,長照16養護18,18,91.02.05,,,,,,,,,,,
eldercare,南投縣私立佳尚好長期照顧中心(養護型),,54063南投縣南投市彰南路2段672巷65號,049-2258879,廖麗卿,,,,,,,南投縣老人機構名冊,https://data.nantou.gov.tw/dataset/dosa-07,,,私立,養護,24,24,103.02.10,,,,,,,,,,,
medical,福山診所,,南投縣南投市福山里八卦路507號1樓,049-2334060,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011945,南投縣南投市,"西醫一般科,",,,,,,,,
medical,怡和內科診所,,南投縣南投市復興路99-3號,049-2231401,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010475,南投縣南投市,"內科,",,,,,,,,
medical,盧牙醫診所,,南投縣南投市中山街２４８號,049-2231589,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738010077,南投縣南投市,"牙醫一般科,",,,,,,,,
medical,廖牙醫診所,,南投縣南投市文昌街８４號,049-2222862,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738010120,南投縣南投市,"牙醫一般科,",,,,,,,,
medical,慧和牙醫診所,,南投縣南投市三和二路三號,049-2222928,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738010228,南投縣南投市,"牙醫一般科,",,,,,,,,
medical,陳子柔牙醫診所,,南投縣南投市彰南路二段366號,049-2206525,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738011378,南投縣南投市,"牙醫一般科,",,,,,,,,
medical,子泰診所,,南投縣南投市南崗二路298號1樓,049-2223013,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012022,南投縣南投市,"兒科,",,,,,,,,
medical,曾俊傑診所,,南投縣南投市大同街１巷２號,049-2223875,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010484,南投縣南投市,"家庭醫學科,",,,,,,,,
medical,楊聰明診所,,南投縣南投市復興路373號,049-2239955,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010537,南投縣南投市,"西醫一般科,",,,,,,,,
medical,新協合聯合診所,,南投縣南投市三和二路105號,049-2222116,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010573,南投縣南投市,"內科,",,,,,,,,
medical,嘉欣診所,,南投縣南投市彰南路一段937號1樓,049-2236318,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011981,南投縣南投市,"家庭醫學科,",,,,,,,,
medical,何耳鼻喉科診所,,南投縣南投市民族路258號,0492222689,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012040,南投縣南投市,"耳鼻喉科,",,,,,,,,
medical,蔡長志診所,,南投縣南投市三和二路63號,049-2233449,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010019,南投縣南投市,"西醫一般科,",,,,,,,,
medical,光振診所,,南投縣南投市大同街１７４號,049-2222757,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010055,南投縣南投市,"西醫一般科,",,,,,,,,
medical,陳文裕內兒科診所,,南投縣南投市復興路159號,049-2225123,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010171,南投縣南投市,"內科,兒科,",,,,,,,,
medical,聰安耳鼻喉科診所,,南投縣南投市復興路191號,049-2235876,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010180,南投縣南投市,"兒科,耳鼻喉科,",,,,,,,,
medical,李澤霖耳鼻喉科診所,,南投縣南投市文昌街98號,049-2221727,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010215,南投縣南投市,"耳鼻喉科,",,,,,,,,
medical,楊鎮安診所,,南投縣南投市民生街47號,049-2221135,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010233,南投縣南投市,"內科,兒科,",,,,,,,,
medical,劉外科診所,,南投縣南投市三和二路85號,049-2225147,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010288,南投縣南投市,"外科,",,,,,,,,
medical,許內兒科診所,,南投縣南投市民族路280號,049-2221892,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010304,南投縣南投市,"內科,兒科,",,,,,,,,
medical,陳外科診所,,南投縣南投市中山街238號,049-2222206,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010322,南投縣南投市,"外科,",,,,,,,,
medical,眾安診所,,南投縣南投市文昌街75號,049-2235829,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010420,南投縣南投市,"西醫一般科,",,,,,,,,
medical,馨生婦產科小兒科診所,,南投縣南投市中山街14巷13號1.2.3.5樓，15號1-2樓,049-2206626,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011712,南投縣南投市,"兒科,婦產科,",,,,,,,,
medical,德林婦產科診所(德林聯合門診),,南投縣南投市民族路165-1號,049-2233088,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011767,南投縣南投市,"婦產科,",,,,,,,,
medical,徐紹倍皮膚科診所,,南投縣南投市中興路620-2號,049-2208475,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011801,南投縣南投市,"皮膚科,",,,,,,,,
medical,陳祖永眼科診所,,南投縣南投市復興路96-2號1F,049-2240131,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538011847,南投縣南投市,"眼科,",,,,,,,,
medical,得生診所,,南投縣南投市民族路325號,049-2238175,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010448,南投縣南投市,"西醫一般科,",,,,,,,,
medical,建華中醫診所,,南投縣南投市公園南街101號1樓,049-2227580,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011405,南投縣南投市,"中醫一般科,",,,,,,,,
medical,一心堂中醫診所,,南投縣南投市復興路257號,049-2221936,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011414,南投縣南投市,"中醫一般科,",,,,,,,,
medical,名淵內兒科診所,,南投縣南投市民族路244號,049-2222818,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010199,南投縣南投市,"內科,兒科,",,,,,,,,
medical,英仁外科診所,,南投縣南投市玉井街98號,049-2234745,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538010251,南投縣南投市,"外科,",,,,,,,,
medical,黃子卿小兒科診所,,南投縣南投市民族路123號1-2樓,0926-925182,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012095,南投縣南投市,"兒科,",,,,,,,,
medical,惠良精神科診所,,南投縣南投市大同南街24號1F,049-2208296,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012077,南投縣南投市,"精神科,",,,,,,,,
medical,平安診所,,南投縣南投市八德路376號1樓,049-2291653,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012068,南投縣南投市,"家庭醫學科,",,,,,,,,
medical,幼安小兒科診所,,南投縣南投市民族路243號,049-2206706,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3538012086,南投縣南投市,"兒科,",,,,,,,,
medical,福氣中醫診所,,南投縣南投市仁德路136號1樓,049-2372567,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011558,南投縣南投市,"中醫一般科,",,,,,,,,
medical,建安中醫診所,,南投縣南投市中山街16號,049-2222874,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011503,南投縣南投市,"中醫一般科,",,,,,,,,
medical,禾安中醫診所,,南投縣南投市民族路260號1樓,049-2233385,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011549,南投縣南投市,"中醫一般科,",,,,,,,,
medical,富康中醫診所,,南投縣南投市祖祠路275號1F,049-2242625,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3838011521,南投縣南投市,"中醫一般科,",,,,,,,,
medical,詠欣牙醫診所,,南投縣南投市民族路150號1至2樓,0492203999,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738011467,南投縣南投市,"牙醫一般科,",,,,,,,,
medical,立德牙醫診所,,南投縣南投市大同南街2-2號,049-2200113,,,,,,,,醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html,,,,,,,,3738011458,南投縣南投市,"牙醫一般科,",,,,,,,,
